Age,Bodymass,Height,Education,Martial_Status,Occupation,Race,Sex,Hours_per_week,Country,Target
46,80.14,149.6, Bachelors, Married-civ-spouse, Sales, White, Female,16.0, United-States, >50K.
27,81.03,173.13, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
33,89.18,161.04, Some-college, Married-civ-spouse, Sales, White, Male,45.0, United-States, >50K.
34,113.58,163.21, Assoc-voc, Divorced, Adm-clerical, Black, Female,40.0, United-States, <=50K.
50,87.82,178.44, Some-college, Widowed, Adm-clerical, White, Female,40.0, United-States, <=50K.
19,82.97,170.6, Some-college, Never-married, Other-service, White, Male,20.0, United-States, <=50K.
40,100.67,139.2, HS-grad, Divorced, Other-service, White, Female,50.0, United-States, <=50K.
65,110.26,168.93, HS-grad, Married-civ-spouse, Sales, White, Female,40.0, United-States, <=50K.
39,80.68,163.28, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,60.0, United-States, >50K.
48,78.87,182.0, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,45.0, United-States, >50K.
32,58.55,186.15, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, <=50K.
32,107.13,151.77, Bachelors, Never-married, Prof-specialty, White, Male,40.0, United-States, <=50K.
61,84.54,151.42, HS-grad, Married-civ-spouse, Other-service, White, Male,30.0, United-States, <=50K.
57,69.68,188.57, Bachelors, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
32,108.8,158.03, Masters, Married-civ-spouse, Prof-specialty, Other, Male,45.0, Japan, >50K.
29,51.5,147.17, HS-grad, Never-married, Exec-managerial, White, Male,50.0, Mexico, <=50K.
57,76.48,186.9, Some-college, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
72,96.95,191.9, 5th-6th, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,20.0, Japan, <=50K.
27,65.73,180.31, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,45.0, United-States, <=50K.
26,87.27,166.48, 11th, Married-civ-spouse, Craft-repair, White, Male,45.0, United-States, <=50K.
63,60.08,157.01, HS-grad, Divorced, Sales, White, Male,40.0, United-States, <=50K.
58,105.57,157.04, Prof-school, Divorced, Prof-specialty, White, Male,70.0, United-States, >50K.
45,59.36,137.74, Some-college, Married-civ-spouse, Exec-managerial, White, Male,65.0, United-States, <=50K.
41,72.84,149.97, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, <=50K.
26,56.58,171.37, HS-grad, Married-civ-spouse, Protective-serv, Black, Male,50.0, United-States, >50K.
47,106.27,138.96, Bachelors, Divorced, Prof-specialty, White, Female,4.0, France, <=50K.
37,96.88,182.63, 5th-6th, Married-civ-spouse, Craft-repair, Black, Male,40.0,, <=50K.
52,49.5,186.82, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
40,83.66,134.51, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45.0, United-States, >50K.
38,108.95,178.42, Assoc-acdm, Never-married, Adm-clerical, Black, Male,40.0, United-States, <=50K.
32,95.88,176.17, 11th, Married-civ-spouse, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
32,105.65,158.84, Some-college, Never-married, Other-service, Black, Female,40.0, United-States, <=50K.
37,62.12,141.79, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, >50K.
69,112.58,136.78, 7th-8th, Married-civ-spouse, Handlers-cleaners, White, Male,6.0, United-States, <=50K.
27,65.11,132.12, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, Hungary, <=50K.
39,93.17,136.43, Assoc-acdm, Married-civ-spouse, Sales, Asian-Pac-Islander, Male,72.0, South, <=50K.
56,108.67,151.5, HS-grad, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
26,105.1,184.27, Assoc-acdm, Never-married, Sales, White, Female,40.0, India, <=50K.
89,48.53,165.9, 10th, Married-civ-spouse,, White, Male,20.0, United-States, <=50K.
32,78.2,143.87, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female,40.0, United-States, <=50K.
35,111.06,162.92, Some-college, Married-civ-spouse, Sales, White, Male,75.0, United-States, >50K.
26,101.39,144.59, 11th, Separated, Craft-repair, Black, Male,40.0, United-States, <=50K.
53,94.7,157.79, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
19,88.25,180.48, Some-college, Never-married,, White, Female,20.0, United-States, <=50K.
23,56.05,190.34, Assoc-acdm, Never-married, Handlers-cleaners, White, Male,25.0, United-States, <=50K.
51,104.47,141.69, HS-grad, Married-civ-spouse, Sales, White, Male,40.0, United-States, <=50K.
25,67.0,170.88, Bachelors, Divorced, Prof-specialty, White, Female,40.0, United-States, <=50K.
57,111.39,161.07, Masters, Married-civ-spouse, Prof-specialty, White, Male,84.0, United-States, >50K.
59,74.08,153.53, 9th, Married-civ-spouse,, Black, Female,32.0, United-States, <=50K.
61,112.72,172.79, Bachelors, Divorced, Adm-clerical, White, Female,35.0, United-States, <=50K.
41,55.39,142.21, Some-college, Married-civ-spouse, Transport-moving, Black, Male,55.0,, <=50K.
20,68.24,158.93, HS-grad, Never-married, Sales, Asian-Pac-Islander, Female,40.0, Vietnam, <=50K.
22,45.92,136.18, HS-grad, Never-married, Craft-repair, White, Male,50.0, United-States, <=50K.
42,47.79,148.28, Bachelors, Married-civ-spouse, Sales, White, Male,50.0, United-States, >50K.
47,102.48,191.71, 7th-8th, Married-civ-spouse, Prof-specialty, White, Male,45.0, United-States, <=50K.
21,88.56,173.47, Some-college, Never-married, Tech-support, White, Male,30.0, United-States, <=50K.
37,74.84,166.58, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, >50K.
28,109.97,175.82, HS-grad, Never-married,, White, Female,40.0, United-States, <=50K.
38,103.42,179.02, Some-college, Never-married, Sales, White, Male,65.0, United-States, <=50K.
27,87.99,173.41, HS-grad, Separated, Craft-repair, White, Male,40.0, United-States, <=50K.
55,97.32,158.71, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,50.0, United-States, <=50K.
20,81.42,176.2, 11th, Never-married, Other-service, Black, Male,40.0, United-States, <=50K.
43,91.39,158.99, Some-college, Married-civ-spouse, Other-service, White, Male,40.0, United-States, <=50K.
46,103.62,133.53, HS-grad, Separated, Other-service, Black, Female,25.0, United-States, <=50K.
19,58.03,172.98, HS-grad, Never-married, Sales, White, Female,20.0, United-States, <=50K.
30,61.84,184.9, HS-grad, Never-married, Transport-moving, White, Male,40.0, United-States, <=50K.
23,90.08,161.46, HS-grad, Married-civ-spouse, Sales, White, Male,40.0, United-States, >50K.
65,115.51,157.08, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
28,103.86,183.92, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
44,86.68,188.69, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, >50K.
32,100.78,157.35, HS-grad, Never-married, Adm-clerical, Black, Female,37.0, United-States, <=50K.
40,68.81,155.75, Bachelors, Married-civ-spouse, Protective-serv, White, Male,40.0, United-States, <=50K.
58,90.17,168.79, HS-grad, Married-civ-spouse, Sales, White, Male,60.0, United-States, <=50K.
17,108.07,192.67, 10th, Never-married, Other-service, White, Male,35.0, United-States, <=50K.
57,88.36,178.01, Some-college, Married-civ-spouse, Transport-moving, White, Male,50.0, United-States, <=50K.
24,92.28,132.11, Bachelors, Never-married, Prof-specialty, White, Female,40.0, United-States, <=50K.
47,88.01,166.23, HS-grad, Never-married, Prof-specialty, Black, Female,40.0, Jamaica, <=50K.
26,109.76,161.75, Bachelors, Never-married, Sales, White, Female,40.0, United-States, <=50K.
42,78.64,191.91, Some-college, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
60,112.64,174.37, Masters, Married-civ-spouse, Prof-specialty, White, Male,52.0, United-States, >50K.
54,102.45,167.96, HS-grad, Divorced, Protective-serv, White, Male,40.0, United-States, <=50K.
44,62.26,185.08, Bachelors, Separated, Prof-specialty, White, Female,40.0, United-States, <=50K.
47,104.0,173.49, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,65.0, United-States, <=50K.
37,103.78,181.7, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,48.0, United-States, >50K.
48,64.79,146.0, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, >50K.
30,107.39,152.78, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40.0, United-States, >50K.
20,110.4,141.62, 12th, Never-married, Other-service, White, Female,25.0, United-States, <=50K.
30,85.04,134.34, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
22,92.37,187.57, HS-grad, Never-married, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
62,65.85,144.96, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
25,90.53,166.23, Some-college, Never-married, Sales, White, Male,20.0, United-States, <=50K.
55,108.73,134.91, HS-grad, Separated, Craft-repair, Black, Male,40.0, United-States, <=50K.
19,60.25,164.32, 11th, Never-married, Handlers-cleaners, White, Male,30.0, United-States, <=50K.
28,65.4,156.84, Bachelors, Never-married, Protective-serv, White, Female,48.0, United-States, <=50K.
47,96.15,136.64, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,35.0, United-States, >50K.
35,106.13,146.62, HS-grad, Married-civ-spouse, Other-service, White, Female,40.0, United-States, <=50K.
37,52.53,144.25, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, <=50K.
19,46.29,135.07, HS-grad, Never-married, Sales, Black, Female,30.0, United-States, <=50K.
37,73.69,132.18, Assoc-voc, Separated, Craft-repair, White, Female,40.0, United-States, <=50K.
24,113.7,192.86, Some-college, Never-married, Other-service, White, Male,30.0, United-States, <=50K.
26,99.44,172.54, HS-grad, Divorced,, White, Female,40.0, United-States, <=50K.
54,76.75,188.41, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40.0, United-States, <=50K.
40,52.06,148.6, Bachelors, Divorced, Other-service, White, Female,20.0, United-States, <=50K.
70,51.23,136.57, 10th, Widowed, Transport-moving, White, Female,40.0, United-States, <=50K.
43,90.84,151.61, Some-college, Separated, Sales, White, Female,35.0, United-States, <=50K.
49,76.62,170.4, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, <=50K.
47,78.59,144.62, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,55.0, United-States, >50K.
21,82.25,148.15, HS-grad, Never-married, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
24,77.99,184.41, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
45,45.86,170.23, 12th, Widowed,, White, Female,70.0, United-States, <=50K.
47,80.45,159.54, Masters, Divorced, Prof-specialty, White, Male,50.0,, <=50K.
37,110.61,187.8, Some-college, Married-civ-spouse, Sales, White, Male,50.0, United-States, <=50K.
24,58.85,181.42, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Female,40.0, United-States, >50K.
18,106.51,168.58, 11th, Never-married, Sales, White, Female,5.0, United-States, <=50K.
27,80.73,162.83, Assoc-acdm, Never-married, Adm-clerical, Black, Female,60.0, United-States, <=50K.
75,61.17,132.42, 10th, Widowed, Other-service, White, Female,15.0, United-States, <=50K.
22,115.38,140.85, HS-grad, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
29,98.7,158.82, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
32,89.5,153.57, Masters, Never-married, Exec-managerial, White, Male,48.0, United-States, <=50K.
64,58.77,184.44, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
41,71.28,172.21, Assoc-voc, Separated, Craft-repair, Black, Male,40.0, United-States, <=50K.
39,65.22,160.69, Some-college, Divorced, Sales, White, Male,40.0, United-States, <=50K.
49,56.11,157.09, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, >50K.
36,94.46,175.18, 12th, Married-civ-spouse, Machine-op-inspct, White, Male,42.0, United-States, <=50K.
18,50.89,170.55, 12th, Never-married, Sales, White, Female,15.0, United-States, <=50K.
55,82.96,176.31, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
44,70.58,165.76, Masters, Divorced, Other-service, White, Female,55.0, United-States, <=50K.
20,75.94,188.33, HS-grad, Never-married, Adm-clerical, White, Female,30.0, United-States, <=50K.
20,93.2,172.06, Some-college, Never-married, Exec-managerial, White, Female,36.0, United-States, <=50K.
50,113.58,142.61, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
22,83.74,172.97, Some-college, Never-married, Tech-support, White, Male,20.0, United-States, <=50K.
24,114.08,154.17, HS-grad, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
20,80.78,141.24, Some-college, Never-married,, White, Female,40.0, United-States, <=50K.
75,79.31,143.76, Doctorate, Widowed, Prof-specialty, White, Male,20.0, United-States, >50K.
44,107.88,147.19, Bachelors, Never-married, Sales, White, Male,45.0, United-States, <=50K.
41,93.13,158.73, 10th, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, <=50K.
19,86.79,185.24, HS-grad, Never-married, Tech-support, White, Female,20.0, United-States, <=50K.
38,96.5,142.13, Some-college, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
23,56.06,170.03, HS-grad, Never-married, Other-service, Black, Female,50.0, Japan, <=50K.
40,51.68,141.81, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Male,40.0, United-States, <=50K.
41,100.69,144.82, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, <=50K.
59,106.98,143.75, Some-college, Never-married, Prof-specialty, White, Female,38.0, United-States, >50K.
35,94.95,134.75, Bachelors, Divorced, Transport-moving, White, Male,40.0, United-States, <=50K.
35,107.84,138.97, Preschool, Married-civ-spouse, Craft-repair, White, Male,38.0, Mexico, <=50K.
25,103.68,141.47, Bachelors, Never-married, Exec-managerial, White, Male,40.0, United-States, <=50K.
64,68.67,160.92, Bachelors, Never-married, Exec-managerial, White, Female,40.0, United-States, <=50K.
55,51.47,133.5, Doctorate, Never-married, Prof-specialty, White, Male,40.0, United-States, <=50K.
63,88.09,153.07, HS-grad, Married-civ-spouse, Craft-repair, White, Male,29.0, United-States, <=50K.
19,77.29,158.58, 11th, Never-married, Sales, White, Male,16.0, United-States, <=50K.
27,85.49,163.33, HS-grad, Never-married, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
20,65.27,142.39, Some-college, Never-married,, White, Female,25.0, Mexico, <=50K.
42,61.14,155.51, HS-grad, Married-civ-spouse, Sales, White, Male,60.0, United-States, <=50K.
37,51.26,169.27, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
39,80.53,141.18, 5th-6th, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
46,107.19,192.58, Masters, Married-civ-spouse,, White, Male,20.0, United-States, >50K.
30,82.24,180.26, HS-grad, Never-married, Exec-managerial, White, Male,45.0, Yugoslavia, <=50K.
52,45.83,174.33, Some-college, Never-married, Sales, White, Female,40.0, United-States, <=50K.
27,48.0,144.35, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male,44.0, United-States, >50K.
54,99.83,181.51, Some-college, Married-civ-spouse, Prof-specialty, White, Male,38.0, United-States, >50K.
19,78.26,156.13, 11th, Never-married,, White, Male,40.0, United-States, <=50K.
28,81.23,159.46, Some-college, Divorced, Sales, White, Female,40.0, United-States, <=50K.
22,50.61,161.73, Some-college, Never-married, Transport-moving, Black, Male,15.0, United-States, <=50K.
33,76.96,137.22, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,35.0, Japan, <=50K.
46,58.34,165.61, HS-grad, Married-civ-spouse, Craft-repair, White, Male,42.0, United-States, <=50K.
49,98.83,169.78, 5th-6th, Married-civ-spouse, Craft-repair, White, Male,35.0, United-States, <=50K.
31,83.54,191.95, Some-college, Married-civ-spouse, Craft-repair, White, Male,70.0, United-States, <=50K.
49,95.06,137.44, 12th, Divorced, Other-service, White, Female,45.0, United-States, <=50K.
17,96.35,165.86, 11th, Never-married, Adm-clerical, Amer-Indian-Eskimo, Female,15.0, United-States, <=50K.
35,49.48,135.23, Bachelors, Never-married, Adm-clerical, Black, Male,55.0, United-States, <=50K.
39,105.74,170.06, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female,20.0, United-States, >50K.
26,97.62,138.98, 5th-6th, Never-married, Handlers-cleaners, White, Male,40.0, Mexico, <=50K.
59,110.72,182.49, Some-college, Married-civ-spouse, Transport-moving, White, Male,74.0, United-States, >50K.
37,63.62,169.13, Some-college, Divorced, Other-service, White, Female,25.0, United-States, <=50K.
53,108.38,132.66, Bachelors, Divorced, Craft-repair, Asian-Pac-Islander, Female,40.0, Philippines, <=50K.
50,60.02,175.03, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male,50.0, Trinadad&Tobago, <=50K.
